samles,FCS_mean,FCS_var,mean_d=3,var_d=3,mean_d=5,var_d=5,mean_d=7,var_d=7,mean_d=11,var_d=11
16,-1.9128629082190676,13.640454669722493,-1.77457686896478,1.9969345299007761,-1.1135562040043374,3.9948185203836526,-1.3426945458698094,3.406403242890959,-1.1669707176418171,4.155864317590038
