samles,FCS_mean,FCS_var,mean_d=3,var_d=3,mean_d=5,var_d=5,mean_d=7,var_d=7,mean_d=11,var_d=11
1,-2.2363324187947264,230.48307641997775,-1.8703789435020415,36.59162119187206,-1.4761919313545193,94.67348071003636,-1.5544242198275042,47.28410556047176,-3.3664449236525775,91.12852092316413
