samles,FCS_mean,FCS_var,mean_d=3,var_d=3,mean_d=5,var_d=5,mean_d=7,var_d=7,mean_d=11,var_d=11
450,-2.2313627911973732,0.3825455115605142,-1.7615281999227617,0.13483247581984775,-1.6856232466173604,0.11650525431744245,-1.6129768854380713,0.09652281602248841,-1.5636027676940198,0.15350681926997062
800,-2.2440797132455206,0.09948698984614457,-1.6518590030936848,0.0326995817508736,-1.6197969689203553,0.08862490848851994,-1.6694731945964225,0.06989136054614421,-1.613863306852107,0.11673018987591283
