samles,FCS_mean,FCS_var,mean_d=3,var_d=3,mean_d=5,var_d=5,mean_d=7,var_d=7,mean_d=11,var_d=11
128,-1.9810011616041856,1.3763039636760661,-1.5422851982537265,0.5581541021122592,-1.502739536238026,0.2453974138483789,-1.7344880007150374,0.6670660020535182,-1.383763080070805,0.6806083981159201
256,-2.100929479375485,0.4085442369071577,-1.578655549666866,0.1735543633885358,-1.3370943733134966,0.17607374776809215,-1.452022026877467,0.24511263811907064,-1.465292113673204,0.26203383380520273
