samles,FCS_mean,FCS_var,mean_d=3,var_d=3,mean_d=5,var_d=5,mean_d=7,var_d=7,mean_d=11,var_d=11
1500,-2.171776956305491,0.09461231284035608,-1.513524455538543,0.02061505266545609,-1.535378125450012,0.028135548238679604,-1.5748634644939679,0.024433401649521645,-1.4592944476198468,0.03154492420209183
